ID,gender,female,age,age_18_29,age_30_49,age_50_64,age_65_more,race,race2,race_white_nonhisp,race_black_nonhisp,race_hisp,educ_aggre,educ,educ_hs,educ_somecoll,educ_collegegrad,educ_postgrad,relationship,married,employed,industry,jobduty_a,jobduty_b,jobduty_c,jobduty_d,jobduty_e,income,income_agg,inc_less30k,inc_30to75k,inc_75kmore,hhinternet,internet_agg,internet_disagg,int_useconstantly,int_usefewtimes_orless,soc_media,RIDEAV,AVaware,AVfeedback,AVenthu,AVworry,AVsafe1,AVsafe2,AVreg_lanes,AVreg_restr,AVreg_driver,AVfuture_elderly,AVfuture_job,AVfuture_own,AVfuture_drive,AVfuture_traffic,AVaccper,pos_safe,pos_multitask,pos_exper,pos_indep,pos_stress,pos_long,pos_conv,neg_safe,neg_enjdrv,neg_tech,neg_hack,neg_trust,predict_doc,predict_busi_auto,predict_dronedelivery,predict_3dprinting,predict_AVonroads,WORK3A,WORK3B,WORK3C,WORK3D,WORK3E,WORK3F
604550,1,0,4,0,0,0,1,1,1,1,0,0,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,7,1,0,0,1,1,1,2,1,0,2,1,3,3,4,3,4,4,2,2,3,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,1,2,2,2,2,2,2
604576,2,1,1,1,0,0,0,5,3,0,0,1,2,3,0,1,0,0,6,0,1,10,0,0,0,0,1,4,2,0,1,0,1,1,1,1,0,1,2,3,2,2,2,2,1,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,3,1,3,3,3,3,3
604631,2,1,3,0,0,1,0,1,1,1,0,0,3,2,1,0,0,0,1,1,1,10,1,1,1,0,0,7,1,0,0,1,1,1,2,1,0,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,2,2,2,3,3,3,3
604682,2,1,4,0,0,0,1,1,1,1,0,0,2,3,0,1,0,0,1,1,0,11,0,0,0,0,0,4,2,0,1,0,1,1,3,0,1,1,2,3,1,1,1,1,1,1,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,2,3,2,2,2,2,2,2
604753,1,0,2,0,1,0,0,5,3,0,0,1,3,2,1,0,0,0,2,1,1,3,1,1,1,0,0,3,3,1,0,0,1,1,2,1,0,2,1,3,1,1,1,1,1,4,1,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,3,3,3,3
604819,1,0,3,0,0,1,0,1,1,1,0,0,1,5,0,0,1,0,1,1,1,7,0,1,1,1,0,8,1,0,0,1,1,1,2,1,0,1,1,3,2,3,4,4,3,1,3,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,2,3,1,3,3,2
604931,1,0,4,0,0,0,1,1,1,1,0,0,1,5,0,0,1,0,1,1,1,8,0,0,1,0,0,9,1,0,0,1,1,1,3,0,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,5,2,3,3,2,3,1
604983,2,1,2,0,1,0,0,1,1,1,0,0,2,3,0,1,0,0,2,1,0,11,0,0,0,0,0,2,3,1,0,0,1,1,3,0,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,2,2,2,2,2,2,2
605095,1,0,3,0,0,1,0,1,1,1,0,0,2,3,0,1,0,0,3,0,0,11,0,0,0,0,0,5,2,0,1,0,1,2,5,0,1,1,1,2,2,3,3,3,3,2,3,2,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,2,2,2,2
605365,2,1,3,0,0,1,0,1,1,1,0,0,2,3,0,1,0,0,1,1,1,1,1,1,1,0,0,7,1,0,0,1,1,1,2,1,0,1,2,2,2,2,2,3,1,1,1,2,1,1,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,4,3,2,2,3,2,3,3,3,1,2
605493,2,1,1,1,0,0,0,5,4,0,0,0,1,5,0,0,1,0,2,1,1,10,0,0,1,1,0,5,2,0,1,0,1,1,1,1,0,1,2,1,2,1,1,1,1,4,4,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,2,2,1,3,1,2,1,1
605512,2,1,1,1,0,0,0,1,1,1,0,0,2,4,0,1,0,0,4,0,1,10,0,0,1,0,0,5,2,0,1,0,1,1,2,1,0,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,2,2,1,3,2,3,1,1
605610,1,0,3,0,0,1,0,4,3,0,0,1,2,4,0,1,0,0,1,1,1,9,0,0,1,0,0,9,1,0,0,1,1,2,5,0,1,1,2,3,2,1,1,1,1,1,4,4,1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4,4,4,4,4,2,2,1,2,2,2
605785,2,1,2,0,1,0,0,1,1,1,0,0,1,5,0,0,1,0,1,1,1,9,0,0,0,0,1,9,1,0,0,1,1,1,1,1,0,1,2,3,2,3,3,3,2,2,3,2,2,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,2,2,3,3,3,3,3
605923,2,1,4,0,0,0,1,1,1,1,0,0,2,4,0,1,0,0,5,0,0,11,0,0,0,0,0,2,3,1,0,0,1,1,4,0,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,2,2,2,2,2,2,2
605983,1,0,3,0,0,1,0,1,1,1,0,0,1,5,0,0,1,0,6,0,0,11,0,0,0,0,0,6,2,0,1,0,1,1,2,1,0,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,2,2,2,2
606041,2,1,3,0,0,1,0,1,1,1,0,0,2,3,0,1,0,0,1,1,1,6,0,0,1,1,0,5,2,0,1,0,1,1,1,1,0,1,1,3,2,2,3,3,2,1,2,1,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,2,2,1,2,1,3,2
606046,1,0,2,0,1,0,0,4,4,0,0,0,2,3,0,1,0,0,1,1,1,8,0,1,1,1,0,6,2,0,1,0,1,1,2,1,0,1,2,3,2,2,3,3,2,1,2,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,3,1,2,2,2,3,1
606067,1,0,1,1,0,0,0,1,1,1,0,0,2,3,0,1,0,0,6,0,1,8,1,0,0,1,0,4,2,0,1,0,1,1,1,1,0,1,1,3,3,3,3,4,4,3,4,4,2,2,2,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,1,2,3,3,2,2,3,2
606171,2,1,1,1,0,0,0,5,3,0,0,1,2,3,0,1,0,0,6,0,1,4,1,0,1,0,0,1,3,1,0,0,1,1,3,0,1,1,2,2,1,3,2,2,2,1,1,1,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,1,2,3,2,3,3,3
606210,1,0,3,0,0,1,0,2,2,0,1,0,2,3,0,1,0,0,3,0,1,8,1,0,0,0,0,2,3,1,0,0,1,1,3,0,1,1,1,3,2,3,2,2,2,1,1,1,2,2,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,3,3,3,3,3,3,3
606454,1,0,4,0,0,0,1,1,1,1,0,0,2,3,0,1,0,0,1,1,0,11,0,0,0,0,0,3,3,1,0,0,1,1,3,0,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,2,3,2,2,2,2,2,2
606543,2,1,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,3,0,1,10,0,0,1,0,0,7,1,0,0,1,1,1,1,1,0,1,1,3,2,4,4,3,2,1,3,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,3,3,2,3,2
606681,1,0,4,0,0,0,1,2,2,0,1,0,1,6,0,0,0,1,2,1,0,11,0,0,0,0,0,2,3,1,0,0,1,1,2,1,0,1,1,3,2,2,3,3,3,2,2,2,2,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,2,2,2,2,2,2
606761,1,0,3,0,0,1,0,1,1,1,0,0,1,5,0,0,1,0,1,1,1,10,1,1,1,0,0,6,2,0,1,0,1,1,2,1,0,1,2,2,2,2,3,2,1,1,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,3,2,3,3,3,3,2
606763,2,1,4,0,0,0,1,1,1,1,0,0,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,6,2,0,1,0,1,1,2,1,0,1,2,2,3,2,2,2,1,3,3,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,2,3,2,2,2,2,2,2
606764,1,0,3,0,0,1,0,1,1,1,0,0,2,4,0,1,0,0,1,1,0,11,0,0,0,0,0,7,1,0,0,1,1,1,4,0,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,2,2,2,2,2,2
606777,2,1,3,0,0,1,0,5,4,0,0,0,1,6,0,0,0,1,3,0,1,5,1,1,1,1,0,7,1,0,0,1,1,1,2,1,0,1,2,3,2,2,2,2,1,1,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,4,2,3,3,3,3,3
606790,2,1,1,1,0,0,0,5,3,0,0,1,1,5,0,0,1,0,6,0,0,11,0,0,0,0,0,2,3,1,0,0,1,1,2,1,0,1,1,1,2,3,3,3,1,2,4,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,4,2,2,2,2,2,2
606894,1,0,2,0,1,0,0,1,3,0,0,1,1,6,0,0,0,1,1,1,1,5,0,0,0,0,1,5,2,0,1,0,1,1,2,1,0,1,2,3,2,1,1,4,4,1,1,1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,2,2,2,2,2,2,2
606972,2,1,3,0,0,1,0,1,1,1,0,0,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,6,2,0,1,0,1,1,2,1,0,1,2,3,2,2,3,4,4,3,3,1,2,2,1,2,1,3,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,2,3,2,2,2,2,2,2
607008,2,1,2,0,1,0,0,1,1,1,0,0,1,6,0,0,0,1,1,1,1,2,0,0,1,0,0,8,1,0,0,1,1,1,4,0,1,2,2,3,3,3,3,3,3,2,3,3,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,2,1,2,3,2,3,3,3
607034,1,0,4,0,0,0,1,2,2,0,1,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1,0,6,2,0,1,0,1,1,2,1,0,1,1,3,2,3,2,3,3,2,3,1,2,2,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,2,1,3,3,3,3,3
607048,1,0,1,1,0,0,0,1,1,1,0,0,2,4,0,1,0,0,6,0,0,11,0,0,0,0,0,6,2,0,1,0,1,1,1,1,0,1,2,2,1,1,4,2,2,3,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,3,2,2,2,2,2,2
607123,1,0,2,0,1,0,0,1,1,1,0,0,1,5,0,0,1,0,1,1,1,8,0,1,1,1,0,8,1,0,0,1,1,1,2,1,0,1,1,2,2,3,3,3,2,2,2,2,2,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,3,3,3,3,3,3
607150,1,0,2,0,1,0,0,1,1,1,0,0,1,5,0,0,1,0,1,1,1,9,0,1,1,1,0,8,1,0,0,1,1,1,2,1,0,1,1,2,2,1,4,4,4,2,2,2,2,2,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,4,1,3,3,3,3,3
607173,1,0,3,0,0,1,0,3,4,0,0,0,1,6,0,0,0,1,1,1,1,6,0,0,0,1,0,9,1,0,0,1,1,1,2,1,0,1,2,3,1,2,1,1,1,1,2,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,2,2,2,2,2,2,2,2
607371,2,1,1,1,0,0,0,5,3,0,0,1,2,3,0,1,0,0,6,0,1,10,1,1,1,1,0,1,3,1,0,0,1,1,2,1,0,2,1,2,2,3,1,2,1,2,3,1,2,2,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,4,3,3,3,3,3,3
607406,2,1,1,1,0,0,0,1,1,1,0,0,2,3,0,1,0,0,2,1,1,1,1,1,1,1,0,3,3,1,0,0,1,1,3,0,1,1,1,2,2,2,3,3,3,2,2,2,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,2,2,3,3,3,3,2
607419,1,0,4,0,0,0,1,1,1,1,0,0,1,5,0,0,1,0,3,0,1,9,0,0,1,1,0,6,2,0,1,0,1,1,2,1,0,1,1,3,3,3,3,3,3,4,3,3,1,2,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,2,3,3,2,2,3,2
607425,1,0,1,1,0,0,0,1,1,1,0,0,1,5,0,0,1,0,1,1,1,6,0,1,1,0,0,7,1,0,0,1,1,1,1,1,0,1,1,3,3,4,4,3,3,3,3,2,1,1,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,3,3,3,3,3
607651,1,0,2,0,1,0,0,1,1,1,0,0,3,2,1,0,0,0,1,1,1,6,1,1,1,1,0,4,2,0,1,0,1,1,3,0,1,1,2,2,2,2,3,2,1,1,1,1,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,5,2,3,3,3,3,3
607694,2,1,1,1,0,0,0,1,3,0,0,1,2,4,0,1,0,0,2,1,1,2,0,0,1,1,0,7,1,0,0,1,1,1,1,1,0,1,1,3,3,4,3,3,3,1,1,2,2,2,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,3,2,3,2
607772,2,1,4,0,0,0,1,1,1,1,0,0,2,3,0,1,0,0,3,0,0,11,0,0,0,0,0,4,2,0,1,0,1,2,5,0,1,1,2,3,2,2,2,3,2,3,3,1,2,1,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,2,2,2,2,2,2,2,2
608020,1,0,2,0,1,0,0,1,1,1,0,0,1,5,0,0,1,0,1,1,1,10,0,1,1,0,0,9,1,0,0,1,1,1,2,1,0,1,1,2,2,3,2,3,2,2,2,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,3,1,3,1,2
608090,2,1,2,0,1,0,0,2,2,0,1,0,3,2,1,0,0,0,6,0,1,9,0,0,1,0,0,1,3,1,0,0,1,2,5,0,1,1,1,2,2,3,3,3,3,2,2,2,2,2,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,3,3,3,2,2,2,3,3,3,3
608423,1,0,2,0,1,0,0,1,1,1,0,0,1,6,0,0,0,1,1,1,1,6,0,1,1,1,0,8,1,0,0,1,1,1,1,1,0,1,1,3,3,4,2,3,3,3,3,2,2,2,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,3,2,2,3,3,3,3,3
608471,1,0,4,0,0,0,1,1,1,1,0,0,2,3,0,1,0,0,2,1,1,6,0,1,1,1,0,8,1,0,0,1,1,1,1,1,0,1,1,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,3,3,3,3,3,3
608491,2,1,1,1,0,0,0,2,2,0,1,0,2,3,0,1,0,0,6,0,1,4,0,0,1,0,0,2,3,1,0,0,1,1,1,1,0,1,2,3,1,3,1,3,2,1,2,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2,2,3,2,2,2,3
608523,2,1,3,0,0,1,0,1,1,1,0,0,2,4,0,1,0,0,1,1,1,2,0,0,0,0,0,6,2,0,1,0,1,4,7,0,1,1,1,2,2,3,3,3,4,1,3,1,2,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,2,1,2,2,3,2,1
608766,1,0,3,0,0,1,0,1,1,1,0,0,2,4,0,1,0,0,1,1,1,10,1,1,0,0,0,8,1,0,0,1,1,1,3,0,1,1,2,3,2,2,2,2,1,1,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,4,2,3,3,2,2,2
608841,2,1,4,0,0,0,1,1,1,1,0,0,3,2,1,0,0,0,5,0,0,11,0,0,0,0,0,3,3,1,0,0,1,1,3,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2,2,2,2
608913,2,1,3,0,0,1,0,2,2,0,1,0,3,2,1,0,0,0,1,1,1,2,0,0,0,0,1,2,3,1,0,0,0,1,2,1,0,1,2,1,2,1,4,2,1,1,1,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,5,2,1,1,1,1,1
608938,1,0,2,0,1,0,0,1,1,1,0,0,1,5,0,0,1,0,1,1,1,6,0,1,1,1,0,8,1,0,0,1,1,1,2,1,0,1,2,2,1,2,4,3,3,2,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,3,3,3,1,3,3,3
608960,2,1,2,0,1,0,0,1,1,1,0,0,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,7,1,0,0,1,1,1,2,1,0,1,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,3,3,2,2,2,2,2,2,2,2
608988,1,0,4,0,0,0,1,5,4,0,0,0,2,3,0,1,0,0,3,0,0,11,0,0,0,0,0,3,3,1,0,0,1,1,3,0,1,1,1,2,2,2,3,2,2,2,2,3,2,2,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,2,2,2,2,2,2,2,2
609067,2,1,1,1,0,0,0,2,2,0,1,0,3,2,1,0,0,0,6,0,1,2,1,0,1,0,0,1,3,1,0,0,1,2,5,0,1,1,2,2,2,3,2,2,2,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,1,2,2,2,2,2
609188,1,0,4,0,0,0,1,1,1,1,0,0,2,4,0,1,0,0,3,0,1,2,0,0,1,0,0,7,1,0,0,1,1,1,1,1,0,1,1,3,2,4,3,4,4,4,4,4,2,2,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,3,1,3,3,3,3,3,3
609226,2,1,2,0,1,0,0,2,2,0,1,0,2,3,0,1,0,0,6,0,0,11,0,0,0,0,0,2,3,1,0,0,1,1,2,1,0,1,1,3,2,3,2,3,3,2,1,1,2,2,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,3,4,2,2,2,2,2,2,2,2
609379,2,1,4,0,0,0,1,1,1,1,0,0,2,3,0,1,0,0,3,0,0,11,0,0,0,0,0,2,3,1,0,0,1,2,5,0,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,2,2,2,2,2,2,2
609423,2,1,4,0,0,0,1,1,1,1,0,0,2,3,0,1,0,0,5,0,0,11,0,0,0,0,0,5,2,0,1,0,1,2,5,0,1,1,2,2,3,2,2,2,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,3,3,2,2,2,2,2,2
609483,2,1,3,0,0,1,0,1,1,1,0,0,2,3,0,1,0,0,1,1,0,11,0,0,0,0,0,7,1,0,0,1,1,1,2,1,0,1,1,3,2,3,3,3,3,2,2,2,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,2,2,2
609653,1,0,1,1,0,0,0,1,1,1,0,0,2,3,0,1,0,0,6,0,0,11,0,0,0,0,0,7,1,0,0,1,1,1,1,1,0,1,1,2,2,4,2,3,3,1,2,1,2,2,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,2,2,2,2,2,2,2
609695,2,1,2,0,1,0,0,1,1,1,0,0,1,6,0,0,0,1,6,0,1,6,0,0,0,0,1,6,2,0,1,0,1,1,2,1,0,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,2,2,2,3,2,3,1,2
609836,1,0,3,0,0,1,0,2,2,0,1,0,1,6,0,0,0,1,1,1,1,5,0,1,1,0,0,7,1,0,0,1,1,1,3,0,1,1,1,3,2,4,4,3,3,2,2,1,2,1,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,4,3,4,3,1,2,2,3,3,2,3
610032,2,1,2,0,1,0,0,1,1,1,0,0,2,4,0,1,0,0,1,1,0,11,0,0,0,0,0,8,1,0,0,1,1,1,2,1,0,1,1,2,3,4,3,3,4,2,4,3,2,2,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,2,2,2,2,2,2
610035,1,0,2,0,1,0,0,1,3,0,0,1,1,6,0,0,0,1,1,1,1,9,0,0,0,1,0,8,1,0,0,1,1,1,1,1,0,1,1,3,3,4,4,4,3,2,2,3,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,3,3,2,2,2,3
610144,1,0,3,0,0,1,0,1,1,1,0,0,1,5,0,0,1,0,1,1,1,5,0,0,1,0,0,3,3,1,0,0,1,1,1,1,0,1,1,1,2,3,3,3,3,2,3,2,2,2,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,3,3,3,3,3
610190,2,1,3,0,0,1,0,1,3,0,0,1,1,5,0,0,1,0,1,1,1,8,0,1,1,1,0,8,1,0,0,1,1,1,2,1,0,1,1,3,2,4,3,3,2,2,4,1,2,2,2,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,2,3,2,1,2,2,3,3,3,3,2
610217,1,0,2,0,1,0,0,1,1,1,0,0,1,5,0,0,1,0,3,0,1,8,0,1,0,1,0,5,2,0,1,0,1,1,1,1,0,1,1,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,0,1,0,0,1,0,0,0,0,0,0,0,3,3,3,2,3,3,3,3,3,3,3
610276,2,1,3,0,0,1,0,1,1,1,0,0,1,6,0,0,0,1,1,1,1,5,0,0,1,0,0,6,2,0,1,0,1,1,2,1,0,1,1,2,2,3,2,3,3,1,2,3,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,3,2,3,3,3,3,2
610281,1,0,3,0,0,1,0,1,1,1,0,0,2,3,0,1,0,0,1,1,1,3,1,1,0,0,0,5,2,0,1,0,1,5,8,0,1,1,1,2,3,3,4,3,3,2,3,1,2,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,2,1,3,3,2
610307,1,0,2,0,1,0,0,1,1,1,0,0,1,6,0,0,0,1,1,1,0,11,0,0,0,0,0,7,1,0,0,1,1,1,2,1,0,1,1,3,3,4,4,4,4,3,4,3,2,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,2,2,2,2,2,2
610318,2,1,3,0,0,1,0,1,1,1,0,0,3,2,1,0,0,0,1,1,1,6,0,0,1,0,0,7,1,0,0,1,1,1,1,1,0,1,2,3,2,3,3,3,2,2,3,1,2,2,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,4,2,3,3,3,3,3,3
610480,2,1,3,0,0,1,0,1,1,1,0,0,2,4,0,1,0,0,1,1,1,1,1,0,0,0,0,6,2,0,1,0,1,1,2,1,0,1,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,2,2,2,3,3,3,3,3
610579,2,1,1,1,0,0,0,5,3,0,0,1,2,3,0,1,0,0,6,0,1,10,1,1,1,0,0,6,2,0,1,0,1,1,1,1,0,1,1,2,2,3,2,3,3,1,3,1,2,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,3,2,2,2
610582,2,1,3,0,0,1,0,1,1,1,0,0,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,6,2,0,1,0,1,1,3,0,1,1,1,2,2,4,4,3,2,2,3,2,2,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,2,2,2,2,2,2
610638,1,0,3,0,0,1,0,4,4,0,0,0,1,5,0,0,1,0,1,1,1,8,0,1,1,1,0,8,1,0,0,1,1,1,1,1,0,1,1,3,2,2,3,2,1,1,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,1,3,3,3
610773,1,0,1,1,0,0,0,5,3,0,0,1,3,2,1,0,0,0,1,1,1,3,1,0,0,0,0,3,3,1,0,0,1,1,3,0,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,1,2,2,2,2,2,2,2
610786,1,0,1,1,0,0,0,3,4,0,0,0,1,6,0,0,0,1,6,0,0,11,0,0,0,0,0,7,1,0,0,1,1,1,2,1,0,1,1,2,2,3,2,2,2,1,2,2,2,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,4,4,2,2,3,2,2,2,2,2,2
610791,2,1,4,0,0,0,1,1,3,0,0,1,2,4,0,1,0,0,1,1,0,11,0,0,0,0,0,3,3,1,0,0,1,1,1,1,0,1,2,2,1,1,1,1,1,4,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,1,5,2,2,2,2,2,2
610816,2,1,1,1,0,0,0,1,1,1,0,0,2,3,0,1,0,0,1,1,1,8,0,0,1,1,0,5,2,0,1,0,1,1,2,1,0,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,2,3,2,3,3,2,3,2
610897,1,0,2,0,1,0,0,1,1,1,0,0,1,6,0,0,0,1,1,1,0,11,0,0,0,0,0,9,1,0,0,1,1,1,1,1,0,1,1,3,3,4,4,4,4,2,3,2,2,2,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,2,2,2,2,2,2,2,2
610938,2,1,2,0,1,0,0,1,1,1,0,0,3,1,1,0,0,0,3,0,0,11,0,0,0,0,0,3,3,1,0,0,1,1,3,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,2,2,2,2,2,2
611089,1,0,3,0,0,1,0,1,1,1,0,0,1,5,0,0,1,0,2,1,1,5,0,1,0,1,0,6,2,0,1,0,1,1,2,1,0,1,1,2,2,3,2,2,2,2,2,1,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,2,2,2,3,3,3,3,3
